-3.000,122.845
-2.993,122.455
-2.987,123.223
-2.980,123.324
-2.974,121.953
-2.967,125.337
-2.961,123.616
-2.954,124.125
-2.948,124.841
-2.941,124.373
-2.935,126.132
-2.928,124.228
-2.922,126.296
-2.915,125.288
-2.909,125.665
-2.902,124.735
-2.896,128.213
-2.889,123.806
-2.883,125.831
-2.876,127.984
-2.870,125.995
-2.863,127.475
-2.857,127.101
-2.850,126.480
-2.844,126.499
-2.837,126.809
-2.831,127.523
-2.824,126.688
-2.818,128.566
-2.811,128.415
-2.805,128.590
-2.798,129.615
-2.792,127.533
-2.785,127.114
-2.779,128.000
-2.772,130.786
-2.766,131.002
-2.759,129.236
-2.753,129.328
-2.746,128.919
-2.740,128.156
-2.733,129.277
-2.727,129.288
-2.720,128.377
-2.714,131.178
-2.707,130.497
-2.701,130.158
-2.694,129.474
-2.688,129.197
-2.681,130.160
-2.675,131.950
-2.668,130.469
-2.662,130.572
-2.655,131.504
-2.649,130.322
-2.642,130.034
-2.636,132.592
-2.629,131.347
-2.623,133.049
-2.616,132.564
-2.610,131.373
-2.603,132.135
-2.597,131.950
-2.590,131.762
-2.584,132.245
-2.577,133.639
-2.571,132.341
-2.564,134.495
-2.558,133.076
-2.551,134.776
-2.545,133.401
-2.538,132.699
-2.532,135.693
-2.525,134.967
-2.519,133.772
-2.512,132.275
-2.506,133.183
-2.499,134.808
-2.493,134.899
-2.486,137.603
-2.480,136.131
-2.473,134.092
-2.467,135.605
-2.460,135.364
-2.454,135.575
-2.447,135.250
-2.441,135.421
-2.434,134.776
-2.428,135.637
-2.421,136.101
-2.415,134.612
-2.408,135.831
-2.402,135.526
-2.395,134.936
-2.389,135.478
-2.382,135.302
-2.376,135.836
-2.369,135.796
-2.363,138.028
-2.356,137.615
-2.350,138.864
-2.343,137.498
-2.337,138.690
-2.330,135.518
-2.324,136.006
-2.317,136.537
-2.311,138.173
-2.304,138.482
-2.298,139.478
-2.291,138.557
-2.285,136.756
-2.278,137.785
-2.272,138.918
-2.265,137.636
-2.259,139.084
-2.252,138.279
-2.246,138.722
-2.239,139.857
-2.233,138.618
-2.226,140.666
-2.220,140.169
-2.213,138.933
-2.207,141.226
-2.200,139.066
-2.194,139.759
-2.187,139.820
-2.181,139.882
-2.174,142.587
-2.168,139.800
-2.161,140.118
-2.155,140.958
-2.148,141.685
-2.142,140.964
-2.135,140.591
-2.129,141.153
-2.122,140.080
-2.116,142.011
-2.109,142.117
-2.103,139.322
-2.096,141.976
-2.090,139.909
-2.083,140.197
-2.077,140.847
-2.070,141.224
-2.064,141.251
-2.057,141.327
-2.051,140.148
-2.044,142.245
-2.038,141.650
-2.031,141.311
-2.025,140.410
-2.018,141.785
-2.012,140.910
-2.005,142.408
-1.998,142.463
-1.992,141.873
-1.985,141.937
-1.979,142.568
-1.972,141.216
-1.966,143.500
-1.959,142.639
-1.953,142.202
-1.946,143.055
-1.940,140.923
-1.933,142.858
-1.927,142.241
-1.920,143.281
-1.914,142.545
-1.907,142.978
-1.901,141.912
-1.894,143.337
-1.888,142.726
-1.881,144.450
-1.875,142.539
-1.868,145.033
-1.862,143.889
-1.855,143.059
-1.849,143.762
-1.842,146.407
-1.836,144.343
-1.829,143.925
-1.823,143.859
-1.816,142.639
-1.810,143.469
-1.803,142.829
-1.797,144.600
-1.790,144.300
-1.784,143.767
-1.777,144.747
-1.771,142.957
-1.764,145.797
-1.758,144.458
-1.751,144.611
-1.745,146.112
-1.738,143.584
-1.732,144.397
-1.725,144.844
-1.719,143.592
-1.712,145.157
-1.706,143.499
-1.699,144.484
-1.693,144.173
-1.686,146.096
-1.680,146.340
-1.673,146.375
-1.667,146.447
-1.660,144.746
-1.654,145.009
-1.647,145.647
-1.641,145.584
-1.634,145.867
-1.628,145.451
-1.621,147.424
-1.615,145.959
-1.608,146.518
-1.602,145.602
-1.595,145.713
-1.589,147.218
-1.582,146.617
-1.576,147.135
-1.569,145.767
-1.563,147.644
-1.556,146.662
-1.550,147.055
-1.543,146.961
-1.537,144.644
-1.530,145.042
-1.524,146.695
-1.517,147.531
-1.511,147.494
-1.504,145.999
-1.498,147.953
-1.491,146.441
-1.485,148.846
-1.478,146.511
-1.472,144.621
-1.465,146.299
-1.459,148.106
-1.452,145.210
-1.446,148.403
-1.439,145.588
-1.433,147.823
-1.426,146.206
-1.420,147.224
-1.413,147.148
-1.407,146.578
-1.400,146.148
-1.394,146.222
-1.387,147.747
-1.381,148.678
-1.374,147.283
-1.368,147.004
-1.361,146.938
-1.355,147.401
-1.348,146.937
-1.342,147.286
-1.335,147.464
-1.329,148.442
-1.322,146.426
-1.316,146.633
-1.309,148.168
-1.303,147.557
-1.296,147.683
-1.290,147.738
-1.283,147.045
-1.277,147.733
-1.270,147.449
-1.264,145.083
-1.257,149.123
-1.251,148.677
-1.244,148.552
-1.238,148.990
-1.231,148.782
-1.225,148.776
-1.218,148.141
-1.212,147.449
-1.205,146.806
-1.199,149.045
-1.192,147.023
-1.186,150.755
-1.179,148.730
-1.173,149.065
-1.166,146.688
-1.160,147.737
-1.153,147.635
-1.147,147.450
-1.140,149.685
-1.134,149.830
-1.127,147.866
-1.121,148.731
-1.114,148.642
-1.108,148.501
-1.101,147.677
-1.095,149.478
-1.088,147.660
-1.082,149.003
-1.075,149.424
-1.069,148.361
-1.062,147.394
-1.056,149.542
-1.049,149.810
-1.043,147.170
-1.036,148.142
-1.030,150.111
-1.023,149.346
-1.017,148.225
-1.010,150.035
-1.004,149.331
-0.997,150.012
-0.990,148.621
-0.984,150.255
-0.977,150.143
-0.971,149.170
-0.964,149.437
-0.958,148.029
-0.951,148.733
-0.945,149.641
-0.938,147.430
-0.932,150.381
-0.925,147.342
-0.919,148.920
-0.912,149.836
-0.906,147.695
-0.899,148.328
-0.893,148.354
-0.886,150.307
-0.880,148.944
-0.873,150.557
-0.867,148.848
-0.860,149.161
-0.854,150.098
-0.847,148.330
-0.841,149.051
-0.834,149.700
-0.828,148.888
-0.821,150.120
-0.815,150.157
-0.808,150.499
-0.802,150.944
-0.795,149.307
-0.789,148.389
-0.782,148.352
-0.776,150.012
-0.769,149.087
-0.763,149.132
-0.756,149.891
-0.750,149.049
-0.743,149.108
-0.737,151.143
-0.730,149.197
-0.724,148.412
-0.717,150.035
-0.711,149.872
-0.704,152.244
-0.698,151.108
-0.691,150.759
-0.685,150.512
-0.678,150.729
-0.672,149.281
-0.665,148.152
-0.659,149.872
-0.652,151.108
-0.646,151.458
-0.639,149.622
-0.633,150.551
-0.626,149.113
-0.620,147.512
-0.613,149.635
-0.607,148.788
-0.600,150.286
-0.594,151.065
-0.587,149.096
-0.581,148.989
-0.574,149.240
-0.568,149.687
-0.561,149.402
-0.555,150.576
-0.548,150.225
-0.542,148.889
-0.535,148.741
-0.529,150.268
-0.522,149.413
-0.516,148.640
