-3.5261,99.867
-1.6602,98.916
3.081,100.58
8.7525,102.6
0.65296,99.969
5.0904,100.94
3.8799,100.51
-7.0178,97.819
5.4325,102.29
3.0424,100.07
9.4134,102.21
9.5165,102.59
3.4171,100.64
1.2728,101.38
4.9238,101.13
2.5281,100.89
-4.2747,99.164
2.5779,100.19
8.3505,102.18
6.2482,102.32
5.0282,100.49
9.7026,101.68
-0.68207,99.92
-3.8334,100.23
-5.4915,99.289
8.6368,103.12
6.3892,102.43
2.2833,100.27
7.081,102.69
6.0836,101.3
7.2226,102.11
-0.083125,100.34
4.2226,101.36
-7.8239,97.761
-0.66917,99.951
5.6893,101.81
-2.2822,98.489
-5.5472,98.54
7.8177,102.88
-6.5619,98.091
3.8161,100.71
5.6168,100.99
7.5446,101.9
11.215,102.03
-5.5804,98.15
10.614,101.56
1.2351,101.26
-3.6362,99.169
4.9741,101.27
9.1661,102.7
3.1569,100.4
12.038,102.63
-4.5242,99.238
-1.7679,98.922
0.58791,100.34
9.052,102.44
1.3608,101.67
2.9163,101.44
-1.1972,99.848
6.0941,101.37
6.5134,102.69
2.4346,100.17
-3.4774,99.036
0.24463,100.58
11.066,101.97
6.6806,102.28
6.2581,101.38
8.7572,101.69
9.736,102.33
1.1314,100.34
7.2721,102.43
-3.2331,100.06
6.0257,100.88
-0.87758,98.589
-7.1607,98.136
-3.9123,100.44
-2.9714,99.845
7.892,102.55
10.933,102.31
12.454,102.56
-5.5737,98.683
11.92,103.31
10.018,101.7
12.817,102.78
-2.5203,99.377
11.792,102.58
0.86347,99.693
4.4841,100.47
11.473,102.33
-7.196,98.294
2.7825,100.88
-1.4265,98.473
-2.2663,99.215
6.8898,103.5
0.48279,100.57
1.1125,100.92
3.3683,100.52
10.939,103.57
12.377,103.06
11.497,102.78
-1.4361,98.352
-0.90098,98.797
-5.54,99.134
3.3785,101.6
2.0995,101.67
5.786,101.38
2.4006,100.82
3.033,101.34
-2.8928,99.635
-0.88289,99.965
-0.46184,99.219
